Date,SpeedW,Lat,Lon,Speed,Edate
28/01/202113:59:32,9.7kn(s),46.4153,-51.89836,9.7,28
28/01/202115:18:22,9.7kn(s),46.47124,-51.59837,9.7,28
28/01/202115:50:51,10.5kn(s),46.49506,-51.47227,10.5,28
28/01/202118:45:51,11.9kn(s),46.20354,-51.06427,11.9,28
28/01/202119:36:31,11.4kn(s),46.04848,-50.98976,11.4,28
28/01/202119:58:52,11.3kn(s),45.98254,-50.95632,11.3,28
28/01/202120:12:41,9.3kn(s),45.95535,-50.92419,9.3,28
28/01/202121:11:42,9.1kn(s),45.9942,-50.71582,9.1,28
28/01/202121:23:01,9.4kn(s),46.00095,-50.67435,9.4,28
28/01/202121:57:11,9.7kn(s),46.02443,-50.55149,9.7,28
28/01/202123:03:31,9.7kn(s),46.07656,-50.31962,9.7,28
29/01/202101:22:40,8.6kn(s),46.18721,-49.86138,8.6,29
29/01/202101:59:22,8.6kn(s),46.21709,-49.74338,8.6,29
29/01/202102:33:32,7.3kn(s),46.24441,-49.63943,7.3,29
29/01/202102:47:32,8.7kn(s),46.25605,-49.59783,8.7,29
29/01/202103:36:51,8.2kn(s),46.29875,-49.44543,8.2,29
29/01/202104:29:31,8.2kn(s),46.34239,-49.28388,8.2,29
29/01/202106:14:32,7.7kn(s),46.4182,-48.96881,7.7,29
29/01/202106:41:32,8.9kn(s),46.43831,-48.88623,8.9,29
29/01/202107:04:51,8.8kn(s),46.45924,-48.80652,8.8,29
29/01/202107:59:20,8.9kn(s),46.51138,-48.62639,8.9,29
29/01/202108:50:12,.5kn(s),46.54143,-48.54393,0.5,29
29/01/202109:34:52,.2kn(s),46.54328,-48.53947,0.2,29
29/01/202110:14:30,.6kn(s),46.54684,-48.53143,0.6,29
29/01/202110:43:31,.5kn(s),46.54835,-48.52483,0.5,29
29/01/202111:20:41,.9kn(s),46.55035,-48.51659,0.9,29
30/01/202106:51:49,1kn(s),46.55744,-48.51188,1,30
30/01/202107:05:30,5.4kn(s),46.56489,-48.52361,5.4,30
30/01/202107:49:18,7.5kn(s),46.51643,-48.59613,7.5,30
30/01/202108:02:50,7.5kn(s),46.49038,-48.60942,7.5,30
30/01/202108:39:20,7.5kn(s),46.41963,-48.64555,7.5,30
30/01/202109:15:38,7.4kn(s),46.3507,-48.6807,7.4,30
30/01/202110:22:19,6.8kn(s),46.22618,-48.74316,6.8,30
30/01/202110:55:48,9.3kn(s),46.1565,-48.76477,9.3,30
30/01/202112:05:19,1.8kn(s),46.17189,-48.73911,1.8,30
30/01/202112:40:08,1.2kn(s),46.18079,-48.7248,1.2,30
30/01/202113:50:09,2.6kn(s),46.19904,-48.68722,2.6,30
30/01/202114:00:50,2.3kn(s),46.20282,-48.68066,2.3,30
30/01/202114:40:10,1.6kn(s),46.21326,-48.65711,1.6,30
30/01/202115:13:09,1.8kn(s),46.2242,-48.63813,1.8,30
30/01/202115:44:19,5.1kn(s),46.24142,-48.61626,5.1,30
30/01/202116:22:38,5.7kn(s),46.29369,-48.57753,5.7,30
30/01/202119:09:49,2.7kn(s),46.48681,-48.2792,2.7,30
30/01/202119:24:50,3.1kn(s),46.49843,-48.27988,3.1,30
30/01/202119:46:30,2.7kn(s),46.51475,-48.28198,2.7,30
30/01/202120:02:20,3.3kn(s),46.527,-48.28263,3.3,30
30/01/202120:17:56,3.2kn(s),46.53951,-48.28338,3.2,30
30/01/202121:12:10,2.3kn(s),46.5798,-48.28486,2.3,30
30/01/202121:35:28,2.5kn(s),46.59434,-48.28714,2.5,30
30/01/202122:21:50,2.6kn(s),46.62571,-48.29028,2.6,30
30/01/202123:59:18,2.7kn(s),46.69158,-48.29338,2.7,30
31/01/202100:35:19,3.1kn(s),46.72019,-48.29263,3.1,31
31/01/202100:53:19,2.9kn(s),46.73462,-48.29163,2.9,31
31/01/202101:15:19,2.6kn(s),46.75171,-48.28953,2.6,31
31/01/202101:45:47,2.4kn(s),46.77423,-48.28541,2.4,31
31/01/202102:34:50,3.5kn(s),46.8127,-48.27965,3.5,31
31/01/202103:26:28,3.4kn(s),46.85833,-48.27339,3.4,31
31/01/202104:19:39,3.3kn(s),46.90496,-48.26766,3.3,31
31/01/202105:59:49,6.1kn(s),46.90138,-48.25444,6.1,31
31/01/202107:47:59,4.3kn(s),46.7606,-48.27324,4.3,31
31/01/202108:15:10,4.5kn(s),46.72793,-48.27826,4.5,31
31/01/202108:49:59,3.9kn(s),46.68576,-48.28707,3.9,31
31/01/202109:59:29,8.3kn(s),46.59741,-48.34924,8.3,31
31/01/202111:07:49,.7kn(s),46.55402,-48.46657,0.7,31
31/01/202111:47:49,.8kn(s),46.5503,-48.47223,0.8,31
31/01/202123:37:51,.9kn(s),46.54772,-48.47839,0.9,31
