Date,SpeedW,Lat,Lon,Speed,Edate
16/01/202122:05:08,.4kn(s),47.77544,-54.0164,0.4,16
16/01/202122:16:12,.4kn(s),47.77463,-54.01575,0.4,16
16/01/202122:26:40,0kn(s),47.77463,-54.01572,0,16
16/01/202122:38:26,0kn(s),47.77463,-54.01572,0,16
16/01/202123:41:12,0kn(s),47.77464,-54.01569,0,16
17/01/202100:03:10,0kn(s),47.77464,-54.01569,0,17
17/01/202100:23:11,0kn(s),47.77465,-54.01569,0,17
17/01/202100:45:07,0kn(s),47.77465,-54.01569,0,17
17/01/202101:09:08,0kn(s),47.77465,-54.01569,0,17
17/01/202101:29:16,0kn(s),47.77465,-54.01568,0,17
17/01/202101:51:04,0kn(s),47.77465,-54.01568,0,17
17/01/202103:17:18,0kn(s),47.77465,-54.01569,0,17
17/01/202103:39:05,0kn(s),47.77464,-54.01569,0,17
17/01/202103:59:09,0kn(s),47.77465,-54.01569,0,17
17/01/202104:21:16,0kn(s),47.77466,-54.01569,0,17
17/01/202104:45:10,0kn(s),47.77466,-54.01569,0,17
17/01/202105:09:11,0kn(s),47.77466,-54.01569,0,17
17/01/202105:33:00,0kn(s),47.77466,-54.01569,0,17
17/01/202105:53:10,0kn(s),47.77466,-54.01569,0,17
17/01/202106:59:12,0kn(s),47.77466,-54.01569,0,17
17/01/202107:21:05,0kn(s),47.77466,-54.01569,0,17
17/01/202107:44:58,0kn(s),47.77465,-54.01569,0,17
17/01/202108:09:01,0kn(s),47.77465,-54.01569,0,17
17/01/202108:33:04,0kn(s),47.77464,-54.01569,0,17
17/01/202108:57:08,0kn(s),47.77465,-54.01569,0,17
17/01/202110:09:16,0kn(s),47.77466,-54.01569,0,17
17/01/202110:33:15,0kn(s),47.77466,-54.01569,0,17
17/01/202110:57:00,0kn(s),47.77465,-54.01569,0,17
17/01/202111:17:06,0kn(s),47.77465,-54.01569,0,17
17/01/202111:38:58,0kn(s),47.77465,-54.01569,0,17
17/01/202111:59:04,0kn(s),47.77466,-54.0157,0,17
17/01/202112:21:00,0kn(s),47.77466,-54.0157,0,17
17/01/202113:27:14,0kn(s),47.77465,-54.01569,0,17
17/01/202113:50:59,0kn(s),47.77465,-54.01569,0,17
17/01/202114:11:01,0kn(s),47.77465,-54.01569,0,17
17/01/202114:33:08,0kn(s),47.77465,-54.01569,0,17
17/01/202117:59:15,0kn(s),47.77466,-54.01566,0,17
17/01/202118:21:13,0kn(s),47.77465,-54.01566,0,17
17/01/202118:45:13,0kn(s),47.77466,-54.01568,0,17
17/01/202119:08:59,0kn(s),47.77466,-54.01568,0,17
17/01/202119:33:05,0kn(s),47.77466,-54.01568,0,17
17/01/202119:53:13,0kn(s),47.77466,-54.01568,0,17
17/01/202120:15:12,0kn(s),47.77465,-54.01569,0,17
17/01/202120:39:00,0kn(s),47.77466,-54.01569,0,17
17/01/202120:59:14,0kn(s),47.77466,-54.01569,0,17
17/01/202121:20:59,0kn(s),47.77466,-54.01569,0,17
17/01/202121:41:17,0kn(s),47.77466,-54.01569,0,17
17/01/202122:44:01,0kn(s),47.77466,-54.01569,0,17
17/01/202123:05:04,0kn(s),47.77466,-54.01569,0,17
17/01/202123:26:00,0kn(s),47.77465,-54.01568,0,17
17/01/202123:47:09,0kn(s),47.77465,-54.01569,0,17
18/01/202100:34:08,1.1kn(s),47.77507,-54.01672,1.1,18
18/01/202100:45:49,7.5kn(s),47.77198,-54.03625,7.5,18
18/01/202100:57:30,9.2kn(s),47.75087,-54.05603,9.2,18
18/01/202101:08:21,11.6kn(s),47.71847,-54.05517,11.6,18
18/01/202101:18:59,12.6kn(s),47.683,-54.04937,12.6,18
18/01/202101:30:46,13.5kn(s),47.64081,-54.0382,13.5,18
18/01/202101:41:58,14.1kn(s),47.59882,-54.02632,14.1,18
18/01/202102:12:53,14.3kn(s),47.47697,-54.03319,14.3,18
18/01/202102:33:18,10.9kn(s),47.40541,-54.08593,10.9,18
18/01/202102:53:21,9.2kn(s),47.36388,-54.11274,9.2,18
18/01/202103:11:01,10.9kn(s),47.32269,-54.15534,10.9,18
18/01/202103:34:30,12.5kn(s),47.26036,-54.22244,12.5,18
18/01/202104:19:52,14.2kn(s),47.12225,-54.3758,14.2,18
18/01/202104:55:22,14.2kn(s),47.02013,-54.51508,14.2,18
18/01/202105:27:52,13.9kn(s),46.92048,-54.63172,13.9,18
18/01/202105:57:43,13.4kn(s),46.83405,-54.74201,13.4,18
18/01/202106:13:01,14.2kn(s),46.79216,-54.69799,14.2,18
18/01/202106:23:44,14.1kn(s),46.76631,-54.64975,14.1,18
18/01/202106:37:00,14kn(s),46.73416,-54.59004,14,18
18/01/202106:50:07,14.1kn(s),46.70261,-54.53133,14.1,18
18/01/202107:00:38,14.3kn(s),46.67272,-54.4898,14.3,18
18/01/202107:10:52,14.4kn(s),46.64368,-54.44917,14.4,18
18/01/202107:21:16,14.1kn(s),46.61396,-54.40765,14.1,18
18/01/202107:31:38,14.1kn(s),46.58453,-54.36697,14.1,18
18/01/202107:42:33,14.1kn(s),46.55328,-54.32467,14.1,18
18/01/202107:52:57,13.9kn(s),46.52364,-54.28453,13.9,18
18/01/202108:04:14,14kn(s),46.49136,-54.24124,14,18
18/01/202108:14:25,13.9kn(s),46.46256,-54.20262,13.9,18
18/01/202108:25:07,13.8kn(s),46.43195,-54.16204,13.8,18
18/01/202108:36:23,14kn(s),46.39959,-54.12002,14,18
18/01/202108:46:42,14kn(s),46.37318,-54.07647,14,18
18/01/202108:57:00,14.3kn(s),46.35612,-54.02304,14.3,18
18/01/202109:07:48,14.3kn(s),46.35137,-53.96184,14.3,18
18/01/202109:17:53,14.1kn(s),46.34943,-53.90402,14.1,18
18/01/202109:28:25,14.1kn(s),46.34819,-53.84484,14.1,18
18/01/202109:38:53,14.4kn(s),46.34744,-53.78449,14.4,18
18/01/202109:50:47,14.1kn(s),46.34668,-53.71651,14.1,18
18/01/202110:04:29,13.9kn(s),46.34556,-53.6401,13.9,18
18/01/202110:15:20,13.6kn(s),46.34522,-53.57999,13.6,18
18/01/202110:25:48,14.1kn(s),46.34438,-53.52161,14.1,18
18/01/202110:41:12,14kn(s),46.34357,-53.43458,14,18
18/01/202111:03:26,13.9kn(s),46.33979,-53.31191,13.9,18
18/01/202111:14:01,13.7kn(s),46.33145,-53.2546,13.7,18
18/01/202111:25:00,14kn(s),46.32401,-53.19482,14,18
18/01/202111:36:02,13.8kn(s),46.3232,-53.13392,13.8,18
18/01/202111:46:43,13.8kn(s),46.3234,-53.07465,13.8,18
18/01/202111:57:31,13.5kn(s),46.32395,-53.01613,13.5,18
18/01/202112:08:10,13.6kn(s),46.32402,-52.95775,13.6,18
18/01/202112:18:41,13.6kn(s),46.3237,-52.9002,13.6,18
18/01/202112:29:31,13.7kn(s),46.32312,-52.84069,13.7,18
18/01/202112:40:01,13.7kn(s),46.32269,-52.78186,13.7,18
18/01/202112:50:44,13kn(s),46.32215,-52.72454,13,18
18/01/202113:01:44,12.2kn(s),46.32246,-52.66923,12.2,18
18/01/202113:11:55,11.2kn(s),46.32285,-52.62251,11.2,18
18/01/202113:22:31,10.8kn(s),46.32334,-52.57545,10.8,18
18/01/202113:33:12,10.3kn(s),46.32404,-52.53048,10.3,18
18/01/202113:46:52,10.5kn(s),46.32539,-52.47284,10.5,18
18/01/202113:57:32,10.2kn(s),46.3259,-52.42925,10.2,18
18/01/202114:10:13,9.9kn(s),46.32546,-52.37848,9.9,18
18/01/202116:35:00,10kn(s),46.32185,-51.7906,10,18
18/01/202117:49:00,10.4kn(s),46.30894,-51.48738,10.4,18
18/01/202118:24:01,10.5kn(s),46.30544,-51.3417,10.5,18
18/01/202118:34:30,10.6kn(s),46.30474,-51.29734,10.6,18
18/01/202119:09:00,10.2kn(s),46.30024,-51.15228,10.2,18
18/01/202119:42:30,10.6kn(s),46.29617,-51.01124,10.6,18
18/01/202120:13:30,10.6kn(s),46.29316,-50.88077,10.6,18
18/01/202120:51:41,10.5kn(s),46.28761,-50.71943,10.5,18
18/01/202121:17:19,10.4kn(s),46.29189,-50.61323,10.4,18
18/01/202121:58:21,10.1kn(s),46.30504,-50.44402,10.1,18
18/01/202123:07:30,10.2kn(s),46.34305,-50.16289,10.2,18
18/01/202123:20:20,10.3kn(s),46.35018,-50.11171,10.3,18
18/01/202123:45:41,10.5kn(s),46.36499,-50.00857,10.5,18
19/01/202100:21:00,9.6kn(s),46.38512,-49.86671,9.6,19
19/01/202100:33:41,8.8kn(s),46.3922,-49.8218,8.8,19
19/01/202100:53:11,8.1kn(s),46.40341,-49.7573,8.1,19
19/01/202101:04:40,7.9kn(s),46.40868,-49.72153,7.9,19
19/01/202101:32:52,7.7kn(s),46.42182,-49.63411,7.7,19
19/01/202102:50:19,7.2kn(s),46.45641,-49.41715,7.2,19
19/01/202103:58:02,5.3kn(s),46.48629,-49.24973,5.3,19
19/01/202104:33:00,5.1kn(s),46.50052,-49.17887,5.1,19
19/01/202105:06:30,5kn(s),46.51448,-49.11385,5,19
19/01/202106:17:02,7.3kn(s),46.54958,-48.94445,7.3,19
19/01/202106:55:40,7.3kn(s),46.56962,-48.8342,7.3,19
19/01/202107:56:20,7.2kn(s),46.58739,-48.65984,7.2,19
19/01/202108:11:07,7.2kn(s),46.589,-48.6169,7.2,19
19/01/202108:50:31,3.2kn(s),46.57901,-48.53064,3.2,19
19/01/202110:38:41,0kn(s),46.56457,-48.50804,0,19
19/01/202111:26:49,.1kn(s),46.56358,-48.50773,0.1,19
19/01/202111:40:11,0kn(s),46.56318,-48.508,0,19
19/01/202113:24:20,.1kn(s),46.56357,-48.50773,0.1,19
19/01/202114:30:02,.1kn(s),46.56477,-48.50607,0.1,19
21/01/202104:22:32,3.1kn(s),46.56606,-48.49415,3.1,21
21/01/202104:56:40,9.2kn(s),46.61453,-48.4283,9.2,21
21/01/202105:16:21,9.3kn(s),46.64532,-48.36978,9.3,21
21/01/202105:37:11,10.4kn(s),46.68005,-48.30241,10.4,21
21/01/202106:07:42,9.1kn(s),46.7302,-48.20302,9.1,21
21/01/202106:57:00,6.5kn(s),46.80591,-48.069,6.5,21
21/01/202108:40:10,.1kn(s),46.80527,-48.02502,0.1,21
21/01/202110:23:32,.1kn(s),46.80532,-48.02502,0.1,21
21/01/202111:18:50,.6kn(s),46.80358,-48.02426,0.6,21
21/01/202112:01:12,.7kn(s),46.79688,-48.02201,0.7,21
21/01/202112:35:59,.6kn(s),46.79472,-48.02508,0.6,21
21/01/202120:15:12,12.8kn(s),46.85278,-48.24474,12.8,21
21/01/202120:34:51,13.6kn(s),46.85962,-48.3481,13.6,21
21/01/202120:49:12,13.9kn(s),46.86171,-48.42789,13.9,21
21/01/202121:24:45,13.8kn(s),46.86669,-48.62649,13.8,21
21/01/202121:45:23,13.5kn(s),46.86783,-48.74154,13.5,21
21/01/202121:59:03,13.5kn(s),46.8679,-48.81679,13.5,21
21/01/202122:33:04,13.4kn(s),46.86732,-49.00361,13.4,21
21/01/202123:12:44,13kn(s),46.86643,-49.21674,13,21
22/01/202100:35:05,12.9kn(s),46.86299,-49.64463,12.9,22
22/01/202101:06:44,12.9kn(s),46.86148,-49.81081,12.9,22
22/01/202102:13:35,12.8kn(s),46.86232,-50.16007,12.8,22
22/01/202103:57:45,12.7kn(s),46.86815,-50.69535,12.7,22
22/01/202105:04:14,10.9kn(s),46.82575,-51.00856,10.9,22
22/01/202106:23:33,10.9kn(s),46.73865,-51.33908,10.9,22
22/01/202108:15:40,10.9kn(s),46.5902,-51.78055,10.9,22
22/01/202111:01:34,11.2kn(s),46.38782,-52.43818,11.2,22
22/01/202112:10:26,11.6kn(s),46.28956,-52.7204,11.6,22
22/01/202112:22:37,11.6kn(s),46.28121,-52.77551,11.6,22
22/01/202112:32:46,11.8kn(s),46.27603,-52.82261,11.8,22
22/01/202112:43:04,11.4kn(s),46.27116,-52.86974,11.4,22
22/01/202112:54:06,11.4kn(s),46.26622,-52.91965,11.4,22
22/01/202113:04:37,11.1kn(s),46.26292,-52.96704,11.1,22
22/01/202113:15:38,11.3kn(s),46.26139,-53.01628,11.3,22
22/01/202113:20:45,11.4kn(s),46.26104,-53.03966,11.4,22
22/01/202113:31:26,11.8kn(s),46.26047,-53.08957,11.8,22
22/01/202113:52:38,11.7kn(s),46.26018,-53.18844,11.7,22
22/01/202114:03:05,11.8kn(s),46.26154,-53.23774,11.8,22
22/01/202114:13:38,11.7kn(s),46.26313,-53.28762,11.7,22
22/01/202114:36:14,11.6kn(s),46.26724,-53.39368,11.6,22
22/01/202114:58:45,12kn(s),46.27181,-53.50048,12,22
22/01/202115:09:24,12.2kn(s),46.27397,-53.55188,12.2,22
22/01/202115:31:16,12.4kn(s),46.27804,-53.65873,12.4,22
22/01/202115:54:06,12.3kn(s),46.29639,-53.76676,12.3,22
22/01/202116:04:35,12.5kn(s),46.30666,-53.8171,12.5,22
22/01/202116:15:08,12.6kn(s),46.3175,-53.86808,12.6,22
22/01/202116:25:39,12.6kn(s),46.3284,-53.9189,12.6,22
22/01/202116:47:16,12.7kn(s),46.35607,-54.02122,12.7,22
22/01/202116:57:54,12.8kn(s),46.37496,-54.06858,12.8,22
22/01/202117:09:09,12.8kn(s),46.39522,-54.11799,12.8,22
22/01/202117:20:18,12.9kn(s),46.41576,-54.1674,12.9,22
22/01/202117:30:48,13kn(s),46.43559,-54.21418,13,22
22/01/202117:31:24,13kn(s),46.43688,-54.21713,13,22
22/01/202117:41:09,13.1kn(s),46.45588,-54.25982,13.1,22
22/01/202117:52:09,13.1kn(s),46.4774,-54.30854,13.1,22
22/01/202118:03:25,13.1kn(s),46.49968,-54.35844,13.1,22
22/01/202119:19:31,13.3kn(s),46.65448,-54.69763,13.3,22
22/01/202120:29:35,10kn(s),46.83673,-54.55626,10,22
22/01/202120:59:01,10.2kn(s),46.9057,-54.48774,10.2,22
22/01/202122:50:44,11.1kn(s),47.17628,-54.22704,11.1,22
22/01/202123:04:04,9.9kn(s),47.21008,-54.19682,9.9,22
22/01/202123:14:25,9kn(s),47.23357,-54.17623,9,22
22/01/202123:35:44,9.7kn(s),47.27909,-54.13584,9.7,22
23/01/202100:38:52,11kn(s),47.4433,-54.05042,11,23
23/01/202101:06:14,10.8kn(s),47.52334,-54.00723,10.8,23
23/01/202101:16:32,10.9kn(s),47.55327,-54.01414,10.9,23
23/01/202101:28:56,8.7kn(s),47.58743,-54.02262,8.7,23
23/01/202101:45:27,7.6kn(s),47.62339,-54.03164,7.6,23
23/01/202102:00:17,7.6kn(s),47.65385,-54.03944,7.6,23
23/01/202102:12:57,7.6kn(s),47.68012,-54.04625,7.6,23
23/01/202102:23:45,7.5kn(s),47.70257,-54.05174,7.5,23
23/01/202102:34:28,7.4kn(s),47.72471,-54.05447,7.4,23
23/01/202102:46:15,6kn(s),47.74631,-54.05361,6,23
23/01/202102:57:54,4.4kn(s),47.76272,-54.0476,4.4,23
23/01/202103:10:27,2.7kn(s),47.77108,-54.03287,2.7,23
23/01/202103:32:06,1kn(s),47.77398,-54.0236,1,23
23/01/202103:43:47,.9kn(s),47.7745,-54.0194,0.9,23
23/01/202104:05:28,0kn(s),47.77466,-54.01603,0,23
23/01/202104:35:29,0kn(s),47.77465,-54.01585,0,23
23/01/202104:56:28,0kn(s),47.77464,-54.01579,0,23
23/01/202105:17:22,0kn(s),47.77464,-54.01575,0,23
23/01/202105:38:25,0kn(s),47.77464,-54.01573,0,23
23/01/202106:02:23,0kn(s),47.77465,-54.01571,0,23
23/01/202107:29:22,0kn(s),47.77465,-54.01569,0,23
23/01/202107:49:30,0kn(s),47.77465,-54.0157,0,23
23/01/202108:11:17,0kn(s),47.77464,-54.01569,0,23
23/01/202108:31:20,0kn(s),47.77464,-54.01569,0,23
23/01/202108:53:25,0kn(s),47.77464,-54.01569,0,23
23/01/202109:17:24,0kn(s),47.77465,-54.01569,0,23
23/01/202109:41:18,0kn(s),47.77465,-54.01569,0,23
23/01/202110:01:26,0kn(s),47.77465,-54.01569,0,23
23/01/202110:23:29,0kn(s),47.77465,-54.01569,0,23
23/01/202110:47:26,0kn(s),47.77465,-54.01569,0,23
23/01/202112:23:16,0kn(s),47.77465,-54.0157,0,23
23/01/202113:05:30,0kn(s),47.77464,-54.0157,0,23
23/01/202113:29:20,0kn(s),47.77465,-54.0157,0,23
23/01/202113:53:27,0kn(s),47.77465,-54.0157,0,23
23/01/202114:41:20,0kn(s),47.77465,-54.0157,0,23
23/01/202115:01:24,0kn(s),47.77465,-54.01569,0,23
23/01/202116:07:19,0kn(s),47.77466,-54.01569,0,23
23/01/202116:28:28,0kn(s),47.77466,-54.01569,0,23
23/01/202116:49:30,0kn(s),47.77466,-54.01569,0,23
23/01/202117:10:28,0kn(s),47.77465,-54.01569,0,23
23/01/202117:34:20,0kn(s),47.77465,-54.01569,0,23
23/01/202118:19:19,0kn(s),47.77466,-54.01569,0,23
23/01/202118:40:25,0kn(s),47.77466,-54.01569,0,23
23/01/202119:42:29,0kn(s),47.77466,-54.01569,0,23
23/01/202120:04:22,0kn(s),47.77465,-54.01569,0,23
23/01/202120:24:26,0kn(s),47.77465,-54.01569,0,23
23/01/202120:46:19,0kn(s),47.77465,-54.01569,0,23
23/01/202121:06:29,0kn(s),47.77465,-54.01569,0,23
23/01/202121:28:14,0kn(s),47.77465,-54.01569,0,23
23/01/202121:48:16,0kn(s),47.77465,-54.01569,0,23
23/01/202122:10:25,0kn(s),47.77466,-54.01569,0,23
23/01/202122:34:28,0kn(s),47.77465,-54.01568,0,23
23/01/202122:58:28,0kn(s),47.77465,-54.01568,0,23
23/01/202123:22:26,0kn(s),47.77466,-54.01568,0,23
24/01/202100:28:17,0kn(s),47.77466,-54.01568,0,24
24/01/202100:48:24,0kn(s),47.77466,-54.01568,0,24
24/01/202101:10:23,0kn(s),47.77465,-54.01569,0,24
24/01/202101:36:42,0kn(s),47.77466,-54.01568,0,24
24/01/202101:58:16,0kn(s),47.77466,-54.01568,0,24
24/01/202102:22:20,0kn(s),47.77466,-54.01568,0,24
24/01/202102:46:28,0kn(s),47.77465,-54.01569,0,24
24/01/202103:10:25,0kn(s),47.77465,-54.01569,0,24
24/01/202103:34:17,0kn(s),47.77464,-54.01569,0,24
24/01/202103:54:32,0kn(s),47.77464,-54.01569,0,24
24/01/202104:16:21,0kn(s),47.77465,-54.01569,0,24
24/01/202104:36:28,0kn(s),47.77466,-54.01569,0,24
24/01/202104:58:18,0kn(s),47.77465,-54.01569,0,24
24/01/202106:03:23,0kn(s),47.77464,-54.01569,0,24
24/01/202106:24:20,0kn(s),47.77465,-54.01569,0,24
24/01/202106:39:01,0kn(s),47.77465,-54.01569,0,24
24/01/202106:50:51,0kn(s),47.77464,-54.01569,0,24
24/01/202107:01:21,0kn(s),47.77464,-54.01569,0,24
24/01/202107:12:08,0kn(s),47.77464,-54.01568,0,24
24/01/202107:22:30,0kn(s),47.77464,-54.01568,0,24
24/01/202107:32:51,0kn(s),47.77464,-54.01569,0,24
24/01/202107:44:08,0kn(s),47.77464,-54.0157,0,24
24/01/202107:54:31,0kn(s),47.77463,-54.01569,0,24
24/01/202108:05:01,0kn(s),47.77463,-54.01569,0,24
24/01/202108:15:30,0kn(s),47.77463,-54.01569,0,24
24/01/202108:27:48,0kn(s),47.77464,-54.01569,0,24
24/01/202108:41:23,.5kn(s),47.77476,-54.01583,0.5,24
24/01/202108:51:48,3.2kn(s),47.77508,-54.0219,3.2,24
24/01/202109:05:48,7.1kn(s),47.76438,-54.04908,7.1,24
24/01/202109:16:28,8.4kn(s),47.74121,-54.05298,8.4,24
24/01/202109:29:50,8.6kn(s),47.71005,-54.05179,8.6,24
24/01/202109:43:09,10.1kn(s),47.67424,-54.04236,10.1,24
24/01/202109:54:30,9.9kn(s),47.64346,-54.0348,9.9,24
24/01/202110:16:11,10.4kn(s),47.58308,-54.0226,10.4,24
24/01/202110:31:09,11.4kn(s),47.538,-54.01384,11.4,24
24/01/202110:53:49,11.8kn(s),47.46693,-54.03248,11.8,24
24/01/202111:19:22,11.1kn(s),47.3899,-54.07716,11.1,24
24/01/202111:40:02,10kn(s),47.35162,-54.10852,10,24
24/01/202112:00:28,11.7kn(s),47.30635,-54.17166,11.7,24
24/01/202112:21:28,13.1kn(s),47.24809,-54.23442,13.1,24
24/01/202112:35:36,14kn(s),47.20636,-54.28552,14,24
24/01/202113:09:21,14.9kn(s),47.09665,-54.40749,14.9,24
24/01/202114:19:04,15.3kn(s),46.88325,-54.69629,15.3,24
24/01/202114:59:41,15.2kn(s),46.76423,-54.64452,15.2,24
24/01/202115:18:14,15.1kn(s),46.71992,-54.55136,15.1,24
24/01/202115:33:21,15.2kn(s),46.67342,-54.48857,15.2,24
24/01/202115:43:29,15.2kn(s),46.6416,-54.44637,15.2,24
24/01/202115:53:48,15.2kn(s),46.60917,-54.40404,15.2,24
24/01/202116:04:37,15.3kn(s),46.57546,-54.35941,15.3,24
24/01/202116:15:02,15.4kn(s),46.54264,-54.31574,15.4,24
24/01/202116:26:19,15.4kn(s),46.50667,-54.26883,15.4,24
24/01/202116:36:37,15.3kn(s),46.47399,-54.22668,15.3,24
24/01/202116:47:03,15.2kn(s),46.4408,-54.18458,15.2,24
24/01/202117:07:51,15.2kn(s),46.37495,-54.10075,15.2,24
24/01/202117:17:54,14.6kn(s),46.3502,-54.05333,14.6,24
24/01/202117:33:14,15kn(s),46.34657,-53.96225,15,24
24/01/202117:43:52,14.9kn(s),46.34549,-53.89861,14.9,24
24/01/202117:54:14,15.1kn(s),46.34468,-53.83601,15.1,24
24/01/202118:04:45,15kn(s),46.34362,-53.77244,15,24
24/01/202118:19:58,15kn(s),46.34115,-53.68075,15,24
24/01/202118:40:31,14.9kn(s),46.33835,-53.5575,14.9,24
24/01/202118:51:02,14.8kn(s),46.33744,-53.49515,14.8,24
24/01/202119:01:21,14.9kn(s),46.33622,-53.43375,14.9,24
24/01/202119:12:10,15kn(s),46.33518,-53.36917,15,24
24/01/202119:22:34,15.1kn(s),46.3343,-53.30637,15.1,24
24/01/202119:32:43,15kn(s),46.33301,-53.24467,15,24
24/01/202119:42:55,15.2kn(s),46.33162,-53.18252,15.2,24
24/01/202119:53:19,15.1kn(s),46.33034,-53.11964,15.1,24
24/01/202120:03:33,14.9kn(s),46.32909,-53.05856,14.9,24
24/01/202120:13:54,14.8kn(s),46.32687,-52.99618,14.8,24
24/01/202120:24:32,14.9kn(s),46.32437,-52.93325,14.9,24
24/01/202120:35:25,14.9kn(s),46.3209,-52.86809,14.9,24
24/01/202120:49:13,14.8kn(s),46.32086,-52.7858,14.8,24
24/01/202122:17:41,15kn(s),46.32489,-52.2507,15,24
24/01/202122:47:24,15.2kn(s),46.3216,-52.06997,15.2,24
24/01/202123:23:40,15.1kn(s),46.31752,-51.85029,15.1,24
24/01/202123:59:17,15.1kn(s),46.31245,-51.63378,15.1,24
25/01/202100:36:53,15kn(s),46.30623,-51.40727,15,25
25/01/202102:50:42,14.1kn(s),46.28511,-50.61485,14.1,25
25/01/202104:42:50,13.8kn(s),46.43288,-50.03645,13.8,25
25/01/202108:20:08,12.8kn(s),46.71601,-48.93104,12.8,25
25/01/202108:45:20,7.3kn(s),46.74725,-48.83738,7.3,25
25/01/202109:25:13,5.6kn(s),46.75154,-48.73534,5.6,25
25/01/202110:04:29,0kn(s),46.74209,-48.73403,0,25
25/01/202110:31:10,.1kn(s),46.74212,-48.7341,0.1,25
25/01/202111:04:18,.9kn(s),46.7406,-48.74034,0.9,25
25/01/202111:37:59,.3kn(s),46.74314,-48.74875,0.3,25
25/01/202112:12:19,0kn(s),46.74418,-48.75041,0,25
25/01/202112:47:20,0kn(s),46.74511,-48.75195,0,25
25/01/202114:04:21,0kn(s),46.74495,-48.75306,0,25
25/01/202115:09:50,.1kn(s),46.74501,-48.75292,0.1,25
25/01/202115:59:11,.1kn(s),46.74484,-48.75333,0.1,25
25/01/202117:03:11,.1kn(s),46.74482,-48.75341,0.1,25
25/01/202119:24:31,.1kn(s),46.74479,-48.75347,0.1,25
25/01/202119:58:51,.1kn(s),46.74486,-48.75326,0.1,25
25/01/202120:15:48,.1kn(s),46.74479,-48.7535,0.1,25
25/01/202121:08:00,.1kn(s),46.74478,-48.75356,0.1,25
25/01/202122:31:20,0kn(s),46.74487,-48.75326,0,25
25/01/202123:01:30,.1kn(s),46.74484,-48.75333,0.1,25
25/01/202123:39:50,0kn(s),46.74493,-48.75312,0,25
26/01/202100:14:00,0kn(s),46.74497,-48.75306,0,26
26/01/202100:45:00,.1kn(s),46.74507,-48.75282,0.1,26
26/01/202104:44:50,0kn(s),46.745,-48.75297,0,26
26/01/202106:26:51,.1kn(s),46.74515,-48.75276,0.1,26
26/01/202108:50:15,0kn(s),46.74556,-48.75212,0,26
26/01/202109:58:30,0kn(s),46.74552,-48.75212,0,26
26/01/202110:40:20,0kn(s),46.74559,-48.75204,0,26
26/01/202111:07:09,0kn(s),46.74563,-48.75199,0,26
27/01/202103:15:37,10.4kn(s),46.60114,-49.18492,10.4,27
27/01/202103:48:37,10.1kn(s),46.57414,-49.31429,10.1,27
27/01/202105:31:09,10.3kn(s),46.48657,-49.7132,10.3,27
27/01/202106:23:57,10.4kn(s),46.43896,-49.92484,10.4,27
27/01/202108:00:38,10.8kn(s),46.35196,-50.31376,10.8,27
27/01/202108:13:27,10.7kn(s),46.33989,-50.36684,10.7,27
27/01/202110:57:49,9.4kn(s),46.28683,-51.00037,9.4,27
27/01/202111:28:07,9.5kn(s),46.28856,-51.11492,9.5,27
27/01/202112:02:17,9.3kn(s),46.28935,-51.24085,9.3,27
27/01/202112:37:58,9.6kn(s),46.2906,-51.37377,9.6,27
27/01/202113:13:56,9.1kn(s),46.28954,-51.5087,9.1,27
27/01/202113:47:06,9kn(s),46.28639,-51.62837,9,27
27/01/202114:36:07,9.4kn(s),46.2831,-51.80879,9.4,27
27/01/202115:32:18,9.6kn(s),46.28087,-52.02041,9.6,27
27/01/202117:25:07,9.2kn(s),46.28391,-52.43521,9.2,27
27/01/202118:32:36,9.4kn(s),46.28644,-52.68849,9.4,27
27/01/202118:44:19,9.5kn(s),46.28513,-52.73239,9.5,27
27/01/202118:56:02,9.5kn(s),46.28424,-52.7764,9.5,27
27/01/202119:08:03,9.6kn(s),46.28342,-52.82271,9.6,27
27/01/202119:18:41,9.9kn(s),46.2827,-52.86455,9.9,27
27/01/202119:29:22,10.1kn(s),46.28185,-52.90752,10.1,27
27/01/202119:39:59,10.1kn(s),46.28095,-52.95092,10.1,27
27/01/202119:50:32,10kn(s),46.28022,-52.99309,10,27
27/01/202120:01:19,10.1kn(s),46.2797,-53.03698,10.1,27
27/01/202120:11:50,9.8kn(s),46.27955,-53.07907,9.8,27
27/01/202120:22:58,9.5kn(s),46.27996,-53.12196,9.5,27
27/01/202120:33:50,9.5kn(s),46.28098,-53.16329,9.5,27
27/01/202120:44:30,9.5kn(s),46.28261,-53.2037,9.5,27
27/01/202120:55:11,9.3kn(s),46.28402,-53.24399,9.3,27
27/01/202121:06:58,9.4kn(s),46.2841,-53.28844,9.4,27
27/01/202121:21:01,9.4kn(s),46.28354,-53.34161,9.4,27
27/01/202121:31:37,9.4kn(s),46.2827,-53.3816,9.4,27
27/01/202121:42:39,9.4kn(s),46.282,-53.42318,9.4,27
27/01/202121:53:19,9.2kn(s),46.28163,-53.46303,9.2,27
27/01/202122:04:01,9kn(s),46.28146,-53.50223,9,27
27/01/202122:14:20,8.9kn(s),46.28137,-53.53928,8.9,27
27/01/202122:24:39,8.9kn(s),46.28123,-53.57606,8.9,27
27/01/202122:35:18,8.9kn(s),46.28151,-53.61382,8.9,27
27/01/202122:45:58,8.7kn(s),46.28216,-53.65125,8.7,27
